,Whole Generation
363,"[ 2.40291e+05  1.31229e+05  1.60046e+05  5.00000e+00  1.00000e+00
  4.00000e+00 -9.00000e+00  1.10000e+01  4.00000e+00  3.20000e+01
  6.00000e+00  0.00000e+00  1.90970e+04 -1.08000e+02 -9.80600e+03]"
364,"[ 2.40291e+05  1.31229e+05  1.60046e+05  5.00000e+00  1.00000e+00
  4.00000e+00 -9.00000e+00  1.10000e+01  4.00000e+00  3.20000e+01
  6.00000e+00  0.00000e+00  1.90970e+04 -1.08000e+02 -9.80600e+03]"
365,"[ 2.40291e+05  1.31229e+05  1.60046e+05  5.00000e+00  1.00000e+00
  2.00000e+00 -9.00000e+00  1.40000e+01  2.00000e+00  5.40000e+01
  6.00000e+00  0.00000e+00  9.48200e+03 -1.08000e+02 -9.80600e+03]"
366,"[ 2.40291e+05  1.31229e+05  1.60046e+05  5.00000e+00  1.00000e+00
  4.00000e+00 -9.00000e+00  1.10000e+01  4.00000e+00  3.20000e+01
  6.00000e+00  0.00000e+00  1.90970e+04 -1.08000e+02 -3.97500e+03]"
367,"[ 2.40291e+05  1.31229e+05  1.60046e+05  5.00000e+00  1.00000e+00
  2.00000e+00 -9.00000e+00  1.10000e+01  4.00000e+00  2.50000e+01
  6.00000e+00  0.00000e+00  1.90970e+04 -1.08000e+02 -9.80600e+03]"
368,"[ 2.40291e+05  1.31229e+05  1.60046e+05  2.00000e+00  0.00000e+00
  4.00000e+00 -9.00000e+00  1.10000e+01  6.00000e+00  3.20000e+01
  6.00000e+00  0.00000e+00  1.90970e+04 -1.08000e+02 -9.80600e+03]"
369,"[ 2.40291e+05  1.31229e+05  1.60046e+05  5.00000e+00  1.00000e+00
  4.00000e+00 -9.00000e+00  1.10000e+01  4.00000e+00  3.20000e+01
  6.00000e+00  0.00000e+00  1.90970e+04 -1.08000e+02 -9.80600e+03]"
370,"[ 2.40291e+05  1.31229e+05  1.60046e+05  5.00000e+00  1.00000e+00
  4.00000e+00 -7.00000e+00  1.10000e+01  4.00000e+00  3.20000e+01
  6.00000e+00  0.00000e+00  1.90970e+04 -1.08000e+02 -9.80600e+03]"
371,"[ 2.40291e+05  1.31229e+05  3.21300e+04  5.00000e+00  1.00000e+00
  4.00000e+00 -9.00000e+00  1.10000e+01  4.00000e+00  3.20000e+01
  6.00000e+00  0.00000e+00  1.90970e+04 -1.08000e+02 -9.80600e+03]"
372,"[ 2.40291e+05  1.31229e+05  1.60046e+05  5.00000e+00  1.00000e+00
  4.00000e+00 -9.00000e+00  1.10000e+01  4.00000e+00  3.20000e+01
  6.00000e+00  0.00000e+00  1.90970e+04 -1.73000e+02 -9.80600e+03]"
373,"[ 2.40291e+05  1.31229e+05  1.60046e+05  5.00000e+00  1.00000e+00
  1.00000e+00 -9.00000e+00  1.10000e+01  4.00000e+00  3.20000e+01
  6.00000e+00  0.00000e+00  1.90970e+04 -1.08000e+02 -9.80600e+03]"
374,"[ 2.40291e+05  1.31229e+05  1.60046e+05  5.00000e+00  1.00000e+00
  4.00000e+00 -9.00000e+00  1.40000e+01  7.00000e+00  3.20000e+01
  6.00000e+00  0.00000e+00  1.54560e+04 -1.08000e+02 -9.80600e+03]"
375,"[ 2.40291e+05  1.31229e+05  1.60046e+05  5.00000e+00  1.00000e+00
  4.00000e+00 -9.00000e+00  1.10000e+01  0.00000e+00  3.20000e+01
  6.00000e+00  0.00000e+00  1.90970e+04 -1.56000e+02 -9.80600e+03]"
376,"[ 2.40291e+05  1.74078e+05  2.93875e+05  5.00000e+00  1.00000e+00
  4.00000e+00 -9.00000e+00  1.10000e+01  4.00000e+00  3.20000e+01
  6.00000e+00  0.00000e+00  1.90970e+04 -1.08000e+02 -9.80600e+03]"
377,"[ 2.40291e+05  5.43200e+03  4.88470e+04  5.00000e+00  1.00000e+00
  4.00000e+00 -9.00000e+00  8.00000e+00  4.00000e+00  3.20000e+01
  5.00000e+00  0.00000e+00  1.90970e+04 -1.08000e+02 -9.80600e+03]"
378,"[ 2.40291e+05  1.31229e+05  1.60046e+05  5.00000e+00  1.00000e+00
  5.00000e+00 -9.00000e+00  1.10000e+01  4.00000e+00  3.20000e+01
  6.00000e+00  0.00000e+00  1.90970e+04 -1.08000e+02 -9.80600e+03]"
379,"[ 2.40291e+05  1.71120e+04  1.60046e+05  5.00000e+00  1.00000e+00
  4.00000e+00 -9.00000e+00  1.10000e+01  4.00000e+00  1.70000e+01
  6.00000e+00  0.00000e+00  1.90970e+04 -1.08000e+02 -1.62290e+04]"
380,"[ 2.40291e+05  1.31229e+05  1.60046e+05  5.00000e+00  1.00000e+00
  4.00000e+00 -9.00000e+00  1.10000e+01  4.00000e+00  3.20000e+01
  8.00000e+00  0.00000e+00  1.90970e+04 -1.08000e+02 -9.80600e+03]"
381,"[ 2.40291e+05  1.31229e+05  1.60046e+05  5.00000e+00  1.00000e+00
  4.00000e+00 -4.00000e+00  1.10000e+01  5.00000e+00  3.20000e+01
  6.00000e+00  0.00000e+00  1.90970e+04 -1.08000e+02 -9.80600e+03]"
382,"[ 2.40291e+05  1.31229e+05  1.60046e+05  5.00000e+00  1.00000e+00
  4.00000e+00 -9.00000e+00  1.10000e+01  3.00000e+00  3.20000e+01
  6.00000e+00  0.00000e+00  1.90970e+04 -1.08000e+02 -9.80600e+03]"
383,"[ 2.40291e+05  1.31229e+05  1.60046e+05  5.00000e+00  1.00000e+00
  0.00000e+00 -9.00000e+00  1.10000e+01  3.00000e+00  3.20000e+01
  6.00000e+00  0.00000e+00  1.90970e+04 -1.08000e+02 -9.80600e+03]"
384,"[ 2.40291e+05  1.31229e+05  1.98497e+05  5.00000e+00  1.00000e+00
  7.00000e+00 -9.00000e+00  8.00000e+00  3.00000e+00  3.20000e+01
  6.00000e+00  0.00000e+00  1.90970e+04 -1.08000e+02 -3.83600e+03]"
385,"[ 2.40291e+05  1.31229e+05  1.60046e+05  5.00000e+00  0.00000e+00
  0.00000e+00 -9.00000e+00  1.10000e+01  3.00000e+00  3.20000e+01
  6.00000e+00  0.00000e+00  1.90970e+04 -1.08000e+02 -9.80600e+03]"
386,"[ 2.40291e+05  1.31229e+05  1.60046e+05  5.00000e+00  1.00000e+00
  4.00000e+00 -9.00000e+00  1.60000e+01  3.00000e+00  3.20000e+01
  6.00000e+00  0.00000e+00  1.90970e+04 -1.08000e+02 -9.80600e+03]"
387,"[ 2.40291e+05  1.31229e+05  1.60046e+05  5.00000e+00  1.00000e+00
  4.00000e+00 -9.00000e+00  1.10000e+01  3.00000e+00  3.20000e+01
  6.00000e+00  0.00000e+00  1.90970e+04 -1.08000e+02 -9.80600e+03]"
388,"[ 2.40291e+05  1.31229e+05  1.60046e+05  5.00000e+00  1.00000e+00
  6.00000e+00 -9.00000e+00  1.10000e+01  3.00000e+00  3.20000e+01
  0.00000e+00  0.00000e+00  1.90970e+04 -1.08000e+02 -9.80600e+03]"
389,"[ 2.40291e+05  1.31229e+05  1.60046e+05  5.00000e+00  1.00000e+00
  3.00000e+00 -9.00000e+00  1.10000e+01  3.00000e+00  3.20000e+01
  5.00000e+00  0.00000e+00  1.90970e+04 -1.08000e+02 -1.58540e+04]"
390,"[ 2.40291e+05  1.31229e+05  1.60046e+05  5.00000e+00  1.00000e+00
  0.00000e+00 -1.70000e+01  1.10000e+01  3.00000e+00  3.20000e+01
  6.00000e+00  0.00000e+00  1.90970e+04 -1.08000e+02 -9.80600e+03]"
391,"[ 2.40291e+05  1.83695e+05  1.60046e+05  5.00000e+00  1.00000e+00
  4.00000e+00 -9.00000e+00  1.10000e+01  3.00000e+00  3.20000e+01
  6.00000e+00  0.00000e+00  1.90970e+04 -1.08000e+02 -9.80600e+03]"
392,"[ 7.01330e+04  1.31229e+05  1.60046e+05  5.00000e+00  0.00000e+00
  4.00000e+00 -1.30000e+01  1.10000e+01  3.00000e+00  3.20000e+01
  6.00000e+00  0.00000e+00  1.90970e+04 -1.08000e+02 -9.80600e+03]"
393,"[ 2.40291e+05  1.31229e+05  1.60046e+05  5.00000e+00  1.00000e+00
  0.00000e+00 -9.00000e+00  3.00000e+00  3.00000e+00  3.20000e+01
  6.00000e+00  0.00000e+00  1.90970e+04 -1.08000e+02 -9.80600e+03]"
394,"[ 2.40291e+05  1.31229e+05  1.60046e+05  5.00000e+00  1.00000e+00
  4.00000e+00 -9.00000e+00  1.10000e+01  3.00000e+00  3.20000e+01
  6.00000e+00  0.00000e+00  1.90970e+04 -1.08000e+02 -6.61700e+03]"
395,"[ 9.56900e+04  1.31229e+05  1.60046e+05  5.00000e+00  1.00000e+00
  6.00000e+00 -9.00000e+00  1.00000e+01  3.00000e+00  3.20000e+01
  6.00000e+00  0.00000e+00  1.90970e+04 -1.08000e+02 -9.80600e+03]"
396,"[ 8.86200e+04  1.31229e+05  3.07485e+05  5.00000e+00  1.00000e+00
  3.00000e+00 -9.00000e+00  1.10000e+01  3.00000e+00  3.20000e+01
  6.00000e+00  0.00000e+00  1.90970e+04 -1.08000e+02 -9.80600e+03]"
397,"[ 2.40291e+05  1.31229e+05  1.60046e+05  5.00000e+00  1.00000e+00
  3.00000e+00 -9.00000e+00  1.10000e+01  3.00000e+00  3.20000e+01
  6.00000e+00  0.00000e+00  1.90970e+04 -1.08000e+02 -9.80600e+03]"
398,"[ 2.40291e+05  1.31229e+05  1.60046e+05  5.00000e+00  1.00000e+00
  4.00000e+00 -9.00000e+00  1.10000e+01  3.00000e+00  3.20000e+01
  6.00000e+00  0.00000e+00  1.90970e+04 -1.08000e+02 -9.80600e+03]"
399,"[ 2.40291e+05  1.31229e+05  1.60046e+05  3.00000e+00  1.00000e+00
  0.00000e+00 -9.00000e+00  1.10000e+01  3.00000e+00  3.20000e+01
  6.00000e+00  0.00000e+00  3.20950e+04 -1.67000e+02 -9.80600e+03]"
400,"[ 2.40291e+05  1.31229e+05  1.60046e+05  5.00000e+00  1.00000e+00
  4.00000e+00 -9.00000e+00  1.10000e+01  3.00000e+00  3.20000e+01
  5.00000e+00  0.00000e+00  1.90970e+04 -1.08000e+02 -9.80600e+03]"
401,"[ 2.40291e+05  1.31229e+05  1.60046e+05  5.00000e+00  1.00000e+00
  4.00000e+00 -9.00000e+00  1.10000e+01  3.00000e+00  3.20000e+01
  6.00000e+00  0.00000e+00  1.90970e+04 -2.00000e+02 -9.80600e+03]"
402,"[ 2.40291e+05  1.31229e+05  1.60046e+05  5.00000e+00  1.00000e+00
  6.00000e+00 -9.00000e+00  1.10000e+01  3.00000e+00  3.20000e+01
  6.00000e+00  0.00000e+00  1.90970e+04 -2.04000e+02 -9.80600e+03]"
403,"[ 2.40291e+05  1.31229e+05  1.60046e+05  5.00000e+00  1.00000e+00
  4.00000e+00 -9.00000e+00  1.10000e+01  3.00000e+00  3.20000e+01
  1.10000e+01  0.00000e+00  1.90970e+04 -1.08000e+02 -9.80600e+03]"
404,"[ 2.40291e+05  1.31229e+05  1.60046e+05  5.00000e+00  1.00000e+00
  4.00000e+00 -9.00000e+00  1.00000e+01  3.00000e+00  3.20000e+01
  6.00000e+00  0.00000e+00  1.90970e+04 -1.08000e+02 -9.80600e+03]"
405,"[ 2.40291e+05  1.31229e+05  1.60046e+05  5.00000e+00  1.00000e+00
  4.00000e+00 -9.00000e+00  1.10000e+01  3.00000e+00  3.20000e+01
  6.00000e+00  0.00000e+00  1.90970e+04 -1.08000e+02 -9.80600e+03]"
406,"[ 2.40291e+05  1.31229e+05  1.60046e+05  5.00000e+00  1.00000e+00
  4.00000e+00 -9.00000e+00  1.10000e+01  3.00000e+00  3.20000e+01
  6.00000e+00  0.00000e+00  1.90970e+04 -1.08000e+02 -9.80600e+03]"
407,"[ 2.40291e+05  1.31229e+05  1.60046e+05  5.00000e+00  1.00000e+00
  0.00000e+00 -9.00000e+00  1.10000e+01  3.00000e+00  3.20000e+01
  6.00000e+00  0.00000e+00  1.90970e+04 -1.08000e+02 -9.80600e+03]"
408,"[ 2.40291e+05  1.31229e+05  1.60046e+05  5.00000e+00  1.00000e+00
  4.00000e+00 -9.00000e+00  1.10000e+01  3.00000e+00  3.20000e+01
  6.00000e+00  0.00000e+00  1.90970e+04 -1.08000e+02 -9.80600e+03]"
409,"[ 2.40291e+05  1.31229e+05  1.60046e+05  5.00000e+00  1.00000e+00
  3.00000e+00 -9.00000e+00  1.10000e+01  3.00000e+00  3.20000e+01
  6.00000e+00  0.00000e+00  1.90970e+04 -1.08000e+02 -9.80600e+03]"
410,"[ 2.40291e+05  1.31229e+05  1.60046e+05  5.00000e+00  1.00000e+00
  4.00000e+00 -9.00000e+00  1.10000e+01  3.00000e+00  3.20000e+01
  6.00000e+00  0.00000e+00  1.90970e+04 -1.08000e+02 -9.80600e+03]"
411,"[ 2.40291e+05  1.31229e+05  1.60046e+05  5.00000e+00  1.00000e+00
  4.00000e+00 -9.00000e+00  1.10000e+01  3.00000e+00  5.20000e+01
  6.00000e+00  0.00000e+00  1.90970e+04 -1.08000e+02 -9.80600e+03]"
412,"[ 2.40291e+05  1.31229e+05  1.60046e+05  5.00000e+00  1.00000e+00
  4.00000e+00 -9.00000e+00  1.10000e+01  3.00000e+00  3.20000e+01
  6.00000e+00  0.00000e+00  1.90970e+04 -1.08000e+02 -9.80600e+03]"
413,"[ 2.40291e+05  1.31229e+05  1.60046e+05  5.00000e+00  1.00000e+00
  4.00000e+00 -9.00000e+00  1.10000e+01  3.00000e+00  3.20000e+01
  6.00000e+00  0.00000e+00  1.90970e+04 -1.08000e+02 -9.80600e+03]"
414,"[ 2.40291e+05  1.31229e+05  1.60046e+05  5.00000e+00  1.00000e+00
  4.00000e+00 -9.00000e+00  1.10000e+01  3.00000e+00  3.20000e+01
  6.00000e+00  0.00000e+00  1.90970e+04 -1.08000e+02 -9.80600e+03]"
415,"[ 2.40291e+05  1.31229e+05  1.60046e+05  5.00000e+00  1.00000e+00
  4.00000e+00 -9.00000e+00  1.10000e+01  3.00000e+00  3.20000e+01
  9.00000e+00  0.00000e+00  1.90970e+04 -1.08000e+02 -9.80600e+03]"
416,"[ 2.40291e+05  1.31229e+05  1.60046e+05  5.00000e+00  1.00000e+00
  1.00000e+00 -9.00000e+00  1.10000e+01  3.00000e+00  3.20000e+01
  6.00000e+00  0.00000e+00  1.90970e+04 -1.08000e+02 -9.80600e+03]"
417,"[ 2.40291e+05  1.31229e+05  1.60046e+05  5.00000e+00  1.00000e+00
  5.00000e+00 -9.00000e+00  1.10000e+01  3.00000e+00  3.20000e+01
  6.00000e+00  0.00000e+00  1.90970e+04 -1.08000e+02 -9.80600e+03]"
418,"[ 2.48458e+05  1.31229e+05  1.60046e+05  5.00000e+00  1.00000e+00
  4.00000e+00 -9.00000e+00  1.10000e+01  3.00000e+00  3.20000e+01
  6.00000e+00  0.00000e+00  1.90970e+04 -1.08000e+02 -9.80600e+03]"
419,"[ 2.40291e+05  1.31229e+05  1.60046e+05  5.00000e+00  1.00000e+00
  4.00000e+00 -9.00000e+00  1.10000e+01  3.00000e+00  3.20000e+01
  0.00000e+00  0.00000e+00  1.90970e+04 -1.88000e+02 -9.80600e+03]"
420,"[ 2.40291e+05  1.31229e+05  1.60046e+05  5.00000e+00  0.00000e+00
  4.00000e+00 -9.00000e+00  6.00000e+00  3.00000e+00  3.20000e+01
  6.00000e+00  0.00000e+00  1.90970e+04 -7.90000e+01 -9.80600e+03]"
421,"[ 2.40291e+05  1.31229e+05  1.60046e+05  4.00000e+00  1.00000e+00
  4.00000e+00 -9.00000e+00  1.10000e+01  3.00000e+00  3.20000e+01
  6.00000e+00  0.00000e+00  1.90970e+04 -1.08000e+02 -9.80600e+03]"
422,"[ 2.40291e+05  1.31229e+05  1.60046e+05  5.00000e+00  1.00000e+00
  4.00000e+00 -9.00000e+00  1.10000e+01  3.00000e+00  3.20000e+01
  6.00000e+00  0.00000e+00  1.90970e+04 -1.08000e+02 -9.80600e+03]"
423,"[ 2.40291e+05  1.31229e+05  1.60046e+05  5.00000e+00  1.00000e+00
  0.00000e+00 -9.00000e+00  1.10000e+01  4.00000e+00  3.20000e+01
  6.00000e+00  0.00000e+00  1.90970e+04 -1.68000e+02 -9.80600e+03]"
424,"[ 2.40291e+05  1.31229e+05  1.60046e+05  5.00000e+00  1.00000e+00
  0.00000e+00 -9.00000e+00  1.10000e+01  3.00000e+00  3.20000e+01
  6.00000e+00  0.00000e+00  1.90970e+04 -1.08000e+02 -9.80600e+03]"
425,"[ 2.40291e+05  1.31229e+05  1.60046e+05  5.00000e+00  1.00000e+00
  4.00000e+00 -9.00000e+00  1.10000e+01  5.00000e+00  3.20000e+01
  1.00000e+01  0.00000e+00  1.90970e+04 -1.08000e+02 -8.20300e+03]"
426,"[ 2.40291e+05  1.31229e+05  1.60046e+05  5.00000e+00  1.00000e+00
  5.00000e+00 -9.00000e+00  1.10000e+01  3.00000e+00  3.20000e+01
  6.00000e+00  0.00000e+00  1.90970e+04 -1.08000e+02 -9.80600e+03]"
427,"[ 2.40291e+05  1.31229e+05  1.60046e+05  5.00000e+00  1.00000e+00
  0.00000e+00 -9.00000e+00  1.10000e+01  4.00000e+00  3.20000e+01
  2.00000e+00  0.00000e+00  1.90970e+04 -1.08000e+02 -9.80600e+03]"
428,"[ 2.40291e+05  1.31229e+05  1.60046e+05  5.00000e+00  1.00000e+00
  4.00000e+00 -9.00000e+00  1.10000e+01  3.00000e+00  3.20000e+01
  6.00000e+00  0.00000e+00  7.00400e+03 -1.08000e+02 -9.80600e+03]"
429,"[ 2.40291e+05  1.31229e+05  2.22141e+05  5.00000e+00  1.00000e+00
  4.00000e+00 -9.00000e+00  1.10000e+01  3.00000e+00  3.20000e+01
  6.00000e+00  0.00000e+00  2.95250e+04 -1.08000e+02 -9.80600e+03]"
430,"[ 2.40291e+05  1.31229e+05  1.60046e+05  3.00000e+00  1.00000e+00
  4.00000e+00 -9.00000e+00  1.10000e+01  3.00000e+00  3.20000e+01
  6.00000e+00  0.00000e+00  1.90970e+04 -1.08000e+02 -9.80600e+03]"
431,"[ 2.40291e+05  1.31229e+05  1.60046e+05  5.00000e+00  0.00000e+00
  4.00000e+00 -9.00000e+00  1.80000e+01  0.00000e+00  3.20000e+01
  6.00000e+00  0.00000e+00  1.90970e+04 -1.08000e+02 -9.80600e+03]"
432,"[ 2.40291e+05  1.31229e+05  1.60046e+05  5.00000e+00  1.00000e+00
  4.00000e+00 -9.00000e+00  1.10000e+01  3.00000e+00  3.20000e+01
  6.00000e+00  0.00000e+00  1.90970e+04 -1.08000e+02 -9.80600e+03]"
433,"[ 2.40291e+05  1.31229e+05  1.60046e+05  5.00000e+00  1.00000e+00
  4.00000e+00 -9.00000e+00  1.10000e+01  3.00000e+00  3.20000e+01
  6.00000e+00  0.00000e+00  2.06080e+04 -1.08000e+02 -9.80600e+03]"
434,"[ 2.40291e+05  1.31229e+05  1.60046e+05  5.00000e+00  1.00000e+00
  4.00000e+00 -9.00000e+00  1.10000e+01  3.00000e+00  3.20000e+01
  6.00000e+00  0.00000e+00  1.90970e+04 -1.08000e+02 -4.58100e+03]"
435,"[ 2.40291e+05  1.31229e+05  1.60046e+05  5.00000e+00  1.00000e+00
  0.00000e+00 -9.00000e+00  1.40000e+01  3.00000e+00  3.20000e+01
  6.00000e+00  0.00000e+00  1.90970e+04 -1.08000e+02 -1.24810e+04]"
436,"[ 2.40291e+05  1.31229e+05  1.60046e+05  5.00000e+00  1.00000e+00
  4.00000e+00 -9.00000e+00  1.10000e+01  3.00000e+00  3.20000e+01
  6.00000e+00  0.00000e+00  1.90970e+04 -1.19000e+02 -9.80600e+03]"
437,"[ 2.40291e+05  1.31229e+05  1.60046e+05  4.00000e+00  1.00000e+00
  6.00000e+00 -9.00000e+00  1.10000e+01  3.00000e+00  3.20000e+01
  6.00000e+00  0.00000e+00  1.90970e+04 -1.08000e+02 -9.80600e+03]"
438,"[ 2.40291e+05  1.31229e+05  1.60046e+05  5.00000e+00  1.00000e+00
  4.00000e+00 -9.00000e+00  1.10000e+01  3.00000e+00  3.20000e+01
  6.00000e+00  0.00000e+00  1.90970e+04 -1.08000e+02 -9.80600e+03]"
439,"[ 2.40291e+05  1.31229e+05  1.60046e+05  5.00000e+00  1.00000e+00
  4.00000e+00 -9.00000e+00  1.10000e+01  3.00000e+00  3.20000e+01
  6.00000e+00  0.00000e+00  1.90970e+04 -1.54000e+02 -9.80600e+03]"
440,"[ 2.40291e+05  1.31229e+05  1.60046e+05  5.00000e+00  1.00000e+00
  7.00000e+00 -9.00000e+00  1.10000e+01  3.00000e+00  3.20000e+01
  6.00000e+00  0.00000e+00  1.90970e+04 -1.08000e+02 -9.80600e+03]"
441,"[ 2.09508e+05  1.31229e+05  1.60046e+05  5.00000e+00  1.00000e+00
  4.00000e+00 -9.00000e+00  6.00000e+00  3.00000e+00  3.20000e+01
  7.00000e+00  0.00000e+00  1.90970e+04 -1.08000e+02 -9.80600e+03]"
442,"[ 2.08935e+05  1.31229e+05  1.60046e+05  2.00000e+00  1.00000e+00
  1.00000e+00 -9.00000e+00  1.10000e+01  3.00000e+00  3.20000e+01
  6.00000e+00  0.00000e+00  1.90970e+04 -1.08000e+02 -9.80600e+03]"
443,"[ 2.40291e+05  1.31229e+05  1.60046e+05  5.00000e+00  0.00000e+00
  4.00000e+00 -9.00000e+00  1.10000e+01  3.00000e+00  3.20000e+01
  6.00000e+00  0.00000e+00  5.07700e+03 -1.08000e+02 -9.80600e+03]"
444,"[ 2.40291e+05  1.31229e+05  1.60046e+05  5.00000e+00  1.00000e+00
  4.00000e+00 -4.00000e+00  1.10000e+01  0.00000e+00  3.20000e+01
  6.00000e+00  0.00000e+00  1.90970e+04 -1.51000e+02 -1.26730e+04]"
445,"[ 2.40291e+05  1.31229e+05  1.60046e+05  5.00000e+00  1.00000e+00
  0.00000e+00 -9.00000e+00  1.10000e+01  3.00000e+00  3.20000e+01
  6.00000e+00  0.00000e+00  1.90970e+04 -1.08000e+02 -9.80600e+03]"
446,"[ 2.40291e+05  1.31229e+05  1.60046e+05  5.00000e+00  1.00000e+00
  5.00000e+00 -9.00000e+00  1.10000e+01  3.00000e+00  3.20000e+01
  6.00000e+00  0.00000e+00  1.90970e+04 -1.08000e+02 -9.80600e+03]"
447,"[ 2.40291e+05  1.31229e+05  1.60046e+05  5.00000e+00  1.00000e+00
  0.00000e+00 -9.00000e+00  1.10000e+01  1.00000e+00  3.20000e+01
  0.00000e+00  0.00000e+00  1.90970e+04 -1.08000e+02 -9.80600e+03]"
448,"[ 2.40291e+05  1.31229e+05  1.60046e+05  5.00000e+00  1.00000e+00
  0.00000e+00 -9.00000e+00  1.10000e+01  1.00000e+00  3.20000e+01
  6.00000e+00  0.00000e+00  1.90970e+04 -1.08000e+02 -9.80600e+03]"
449,"[ 2.40291e+05  1.31229e+05  1.60046e+05  5.00000e+00  1.00000e+00
  0.00000e+00 -9.00000e+00  1.10000e+01  3.00000e+00  3.20000e+01
  6.00000e+00  0.00000e+00  1.90970e+04 -1.08000e+02 -9.80600e+03]"
450,"[ 2.40291e+05  1.31229e+05  1.60046e+05  5.00000e+00  1.00000e+00
  4.00000e+00 -9.00000e+00  1.10000e+01  2.00000e+00  3.20000e+01
  9.00000e+00  0.00000e+00  1.90970e+04 -1.08000e+02 -1.12910e+04]"
451,"[ 2.40291e+05  1.31229e+05  1.60046e+05  5.00000e+00  1.00000e+00
  0.00000e+00 -9.00000e+00  1.10000e+01  3.00000e+00  3.20000e+01
  6.00000e+00  0.00000e+00  1.90970e+04 -1.08000e+02 -9.80600e+03]"
452,"[ 2.40291e+05  1.31229e+05  1.60046e+05  5.00000e+00  1.00000e+00
  0.00000e+00 -9.00000e+00  1.10000e+01  3.00000e+00  4.60000e+01
  6.00000e+00  0.00000e+00  1.90970e+04 -1.08000e+02 -9.80600e+03]"
453,"[ 2.40291e+05  2.10135e+05  1.60046e+05  5.00000e+00  1.00000e+00
  4.00000e+00 -9.00000e+00  1.10000e+01  3.00000e+00  3.20000e+01
  6.00000e+00  0.00000e+00  1.90970e+04 -1.08000e+02 -1.17700e+03]"
454,"[ 3.53691e+05  1.31229e+05  1.60046e+05  6.00000e+00  1.00000e+00
  1.00000e+00 -9.00000e+00  5.00000e+00  3.00000e+00  3.40000e+01
  6.00000e+00  0.00000e+00  1.90970e+04 -1.08000e+02 -9.80600e+03]"
455,"[ 2.40291e+05  1.31229e+05  1.60046e+05  5.00000e+00  1.00000e+00
  4.00000e+00 -9.00000e+00  1.10000e+01  1.00000e+00  3.20000e+01
  6.00000e+00  0.00000e+00  1.90970e+04 -1.08000e+02 -9.80600e+03]"
456,"[ 2.40291e+05  1.31229e+05  1.60046e+05  5.00000e+00  1.00000e+00
  0.00000e+00 -9.00000e+00  1.10000e+01  3.00000e+00  3.20000e+01
  6.00000e+00  0.00000e+00  1.90970e+04 -1.08000e+02 -9.80600e+03]"
457,"[ 2.40291e+05  1.31229e+05  2.41514e+05  5.00000e+00  1.00000e+00
  4.00000e+00 -9.00000e+00  1.00000e+01  3.00000e+00  3.20000e+01
  6.00000e+00  0.00000e+00  1.90970e+04 -1.08000e+02 -9.80600e+03]"
458,"[ 2.40291e+05  1.31229e+05  1.60046e+05  5.00000e+00  1.00000e+00
  4.00000e+00 -9.00000e+00  1.90000e+01  3.00000e+00  3.20000e+01
  1.10000e+01  0.00000e+00  1.90970e+04 -1.08000e+02 -9.80600e+03]"
459,"[ 2.40291e+05  1.31229e+05  1.60046e+05  5.00000e+00  1.00000e+00
  4.00000e+00 -9.00000e+00  1.10000e+01  2.00000e+00  3.20000e+01
  6.00000e+00  0.00000e+00  1.90970e+04 -1.08000e+02 -9.80600e+03]"
460,"[ 2.40291e+05  1.50929e+05  2.97509e+05  5.00000e+00  1.00000e+00
  4.00000e+00 -9.00000e+00  1.10000e+01  3.00000e+00  3.20000e+01
  7.00000e+00  0.00000e+00  1.90970e+04 -1.08000e+02 -9.80600e+03]"
461,"[ 2.40291e+05  5.85900e+04  1.60046e+05  5.00000e+00  1.00000e+00
  6.00000e+00 -9.00000e+00  1.10000e+01  3.00000e+00  3.20000e+01
  6.00000e+00  0.00000e+00  1.90970e+04 -1.08000e+02 -9.80600e+03]"
462,"[ 2.40291e+05  1.31229e+05  1.60046e+05  5.00000e+00  1.00000e+00
  4.00000e+00 -9.00000e+00  1.10000e+01  3.00000e+00  3.20000e+01
  6.00000e+00  0.00000e+00  1.90970e+04 -1.08000e+02 -9.80600e+03]"
463,"[ 2.40291e+05  1.31229e+05  1.60046e+05  5.00000e+00  1.00000e+00
  4.00000e+00 -9.00000e+00  1.10000e+01  3.00000e+00  3.20000e+01
  0.00000e+00  0.00000e+00  1.90970e+04 -1.08000e+02 -9.80600e+03]"
464,"[ 2.40291e+05  1.31229e+05  1.60046e+05  5.00000e+00  1.00000e+00
  4.00000e+00 -9.00000e+00  1.10000e+01  3.00000e+00  3.20000e+01
  1.10000e+01  0.00000e+00  1.90970e+04 -1.08000e+02 -1.14070e+04]"
465,"[ 2.40291e+05  1.31229e+05  1.60046e+05  5.00000e+00  1.00000e+00
  4.00000e+00 -9.00000e+00  1.10000e+01  3.00000e+00  3.20000e+01
  3.00000e+00  0.00000e+00  1.90970e+04 -1.08000e+02 -9.80600e+03]"
466,"[ 2.40291e+05  1.31229e+05  1.60046e+05  5.00000e+00  1.00000e+00
  4.00000e+00 -9.00000e+00  1.10000e+01  3.00000e+00  3.20000e+01
  6.00000e+00  0.00000e+00  1.90970e+04 -1.08000e+02 -9.80600e+03]"
467,"[ 2.40291e+05  1.31229e+05  1.60046e+05  5.00000e+00  1.00000e+00
  4.00000e+00 -9.00000e+00  1.10000e+01  3.00000e+00  3.20000e+01
  6.00000e+00  0.00000e+00  1.90970e+04 -1.08000e+02 -9.80600e+03]"
